Tipo_embalaje,Peso,Tipo_manipulacion,Lugar_procedencia,Temp_almacenamiento,Largo,Ancho,Altura,Protocolo
3,138.8,2,4,1,86,64,29,2
2,119.6,1,3,2,25,33,81,1
1,157.2,1,2,2,91,93,16,1
3,225.7,2,2,2,18,55,48,2
2,190.2,2,4,1,63,70,75,2
3,50.8,1,2,2,22,44,30,1
3,88.9,1,4,2,71,55,82,1
3,168.4,1,4,1,66,33,19,2
2,141.6,1,2,1,8,26,80,2
1,222.7,2,1,2,13,88,25,2
3,69.7,2,4,1,60,27,38,2
3,118.5,1,1,1,28,65,10,2
3,162.2,1,1,2,29,9,30,1
3,151.2,1,4,2,61,99,53,1
3,164.9,1,1,1,6,86,79,2
2,165.6,2,4,1,11,73,93,2
2,128.9,1,2,2,48,21,98,1
3,29,2,1,1,41,69,84,2
3,226.4,2,4,2,95,69,32,2
1,154.8,2,4,1,28,41,5,2
2,80,1,3,2,95,89,77,1
2,217.3,2,2,1,7,27,76,2
1,220.5,2,1,2,99,28,50,2
2,10,1,3,1,96,43,49,2
1,32.8,2,2,1,89,52,6,2
3,5.5,2,3,2,22,75,15,2
1,31.6,1,3,1,64,72,5,2
2,232,2,2,2,89,88,23,2
3,36.1,2,2,1,56,13,91,2
1,48.7,1,2,2,10,83,90,1
2,57,2,3,1,72,24,54,2
2,21.7,1,1,1,37,70,5,2
1,150.9,2,3,1,31,49,88,2
1,162.1,1,2,1,91,62,39,2
3,13.6,1,2,2,59,63,88,1
2,166.4,2,3,2,20,36,8,2
3,11.8,1,2,2,87,79,9,1
1,247.3,2,3,1,24,20,56,2
3,143.1,1,3,2,37,24,91,1
1,237.4,2,1,1,69,86,49,2
1,44.4,1,1,2,43,50,99,1
3,53.1,2,2,1,84,76,38,2
1,19.2,1,4,1,72,55,26,2
3,62.5,2,2,2,8,91,55,2
3,236,2,1,1,95,19,69,2
2,167,2,4,2,58,71,59,2
1,207.9,1,3,1,56,28,35,2
2,213.9,1,2,2,83,88,59,1
3,92.1,2,3,2,73,62,46,2
2,175.5,1,2,2,23,49,99,1
3,155.3,1,1,2,79,35,74,1
2,194.4,1,3,1,41,97,48,2
1,237.2,1,1,2,75,72,96,1
3,143.1,1,4,2,80,36,44,1
3,2.9,2,2,1,95,32,26,2
2,185.9,2,4,1,59,54,80,2
2,152.4,1,2,1,76,67,93,2
1,244.5,1,4,2,45,41,81,1
3,237.4,1,3,1,65,26,48,2
2,172.1,1,4,2,52,23,59,1
1,49.8,1,1,1,25,19,60,2
2,238.4,2,4,2,23,11,49,2
1,20.4,2,2,2,86,62,10,2
3,27.6,1,1,1,68,88,72,2
1,1.3,2,1,2,11,90,35,2
1,240.1,2,1,1,31,27,28,2
2,19.5,2,1,1,19,81,34,2
1,131.7,1,2,1,29,60,54,2
1,131.6,2,2,1,44,100,64,2
1,78.4,1,4,1,53,85,80,2
1,100.9,1,3,2,22,31,34,1
3,87.1,1,2,2,46,15,89,1
1,223.4,2,1,1,51,81,12,2
1,174.4,1,1,1,82,80,75,2
3,172,2,1,2,97,63,58,2
2,94.7,2,1,2,23,30,18,2
3,155.2,2,2,2,27,30,10,2
1,118.8,1,1,2,78,62,23,1
2,56.7,2,4,2,99,87,58,2
3,86.2,1,4,2,8,9,62,1
2,108.9,1,2,1,47,44,66,2
1,148.3,1,3,1,12,7,10,2
2,27.3,1,3,1,34,29,63,2
3,95.1,2,1,1,30,50,92,2
2,216.2,2,2,1,79,43,76,2
3,154.9,2,2,1,63,38,23,2
2,242.1,1,3,2,9,82,61,1
3,84.2,2,1,1,36,25,50,2
1,77.1,1,3,2,33,15,94,1
3,81.7,2,3,1,41,75,34,2
1,37,2,2,2,11,28,71,2
2,157.2,2,2,1,8,17,61,2
2,54.2,2,1,2,71,13,37,2
2,130.3,2,1,1,80,44,79,2
2,105.2,2,3,1,92,94,77,2
2,114.7,2,4,2,22,58,8,2
3,213.9,2,3,2,85,67,70,2
3,110.8,1,3,2,98,51,7,1
1,233.3,2,1,2,58,84,78,2
1,154.4,1,1,1,16,93,31,2
3,112.8,1,1,2,65,92,81,1
2,174.3,1,4,2,68,78,54,1
3,26.6,2,2,1,30,94,86,2
3,68.3,2,3,2,64,5,21,2
1,117.2,1,2,1,39,76,86,2
1,236.1,2,4,2,79,37,97,2
3,51.2,1,3,2,31,78,45,1
2,125.6,2,3,1,21,34,85,2
1,170.7,1,1,1,86,12,41,2
1,64.1,2,3,1,78,91,62,2
1,77.2,1,1,1,96,32,90,2
1,245.4,2,4,2,8,16,74,2
3,45.7,1,3,1,75,49,32,2
3,140.3,1,3,1,30,40,80,2
3,1.2,2,1,1,82,78,52,2
3,48.1,1,1,2,81,72,87,1
1,236.9,2,4,2,68,84,60,2
1,117.8,2,2,1,66,55,45,2
1,180.2,2,2,2,29,35,10,2
2,133.4,2,4,2,74,76,17,2
3,81.6,1,4,2,96,48,92,1
1,1.2,1,4,1,5,26,38,2
1,156.5,2,2,1,19,89,76,2
2,159,1,4,1,34,77,16,2
3,120.8,1,3,1,35,48,77,2
2,211.8,1,3,1,56,71,7,2
3,180,1,1,1,78,97,54,2
3,95.5,2,1,2,12,72,87,2
2,128.6,2,1,1,33,11,81,2
2,207.2,1,1,1,26,28,14,2
1,35.4,1,1,1,97,25,79,2
1,174.4,2,1,2,79,78,46,2
1,134.1,1,4,2,83,6,51,1
3,234.2,1,4,2,20,44,83,1
1,73.5,1,2,1,57,45,54,2
3,136.9,1,2,2,32,76,15,1
2,213.6,1,1,2,98,8,86,1
3,82.3,2,1,1,20,40,35,2
2,180.3,1,2,2,75,52,55,1
3,187.7,1,3,2,27,26,28,1
3,55.2,2,1,2,6,24,91,2
2,157.2,2,2,1,100,67,91,2
1,82.3,1,2,1,17,41,8,2
3,96.3,2,4,2,13,100,40,2
1,243.5,1,2,1,50,22,74,2
1,198,2,4,1,43,98,23,2
1,11,2,2,1,53,28,59,2
1,115.8,1,2,1,25,80,100,2
2,227.3,1,2,1,49,10,58,2
3,105,1,1,2,43,88,13,1
2,110.4,2,2,2,62,52,10,2
1,57.8,2,4,1,95,11,35,2
1,238.8,1,3,2,66,8,55,1
2,220,2,1,1,56,36,21,2
1,96,2,2,2,99,51,57,2
1,168.7,1,3,1,35,79,23,2
3,136.3,1,2,2,62,88,95,1
2,67.9,1,1,1,19,98,64,2
1,101.7,1,2,1,34,76,60,2
1,165.2,2,2,1,47,50,86,2
3,15.8,2,2,1,39,6,34,2
2,126.9,2,4,1,66,20,81,2
3,153.8,2,2,2,21,77,12,2
1,246.3,2,4,2,73,76,83,2
2,210.1,2,1,1,48,90,35,2
3,93.9,1,1,2,19,44,68,1
3,54.8,1,3,2,35,16,7,1
2,157.7,1,3,2,70,75,55,1
1,218.5,2,4,1,50,39,51,2
1,104,1,3,2,23,26,21,1
3,151.1,2,4,2,35,18,18,2
3,95.8,2,4,2,59,78,77,2
1,25.4,1,1,2,97,79,35,1
3,54,1,4,1,70,91,47,2
3,33.1,2,4,2,90,74,11,2
3,52.6,1,1,1,86,93,70,2
3,108.8,1,2,2,97,77,7,1
1,131.1,1,4,1,72,96,6,2
3,93,2,4,2,77,71,78,2
3,94.6,2,2,1,42,59,49,2
1,160,2,2,1,38,22,76,2
1,137.7,2,2,1,37,13,40,2
2,116.6,2,1,1,54,9,84,2
3,234.4,2,2,1,89,42,81,2
2,1.5,1,1,1,35,8,54,2
2,88.3,2,2,1,15,16,79,2
1,139.7,1,1,2,12,12,25,1
1,64,2,1,2,78,86,23,2
2,12,1,1,2,39,79,5,1
1,117.1,1,4,2,76,19,70,1
1,79.6,2,1,2,71,36,37,2
2,244.2,2,3,2,97,12,31,2
1,216.4,1,3,2,78,82,6,1
2,222.2,2,4,2,57,43,39,2
3,203.7,1,2,1,34,58,100,2
1,186,1,1,2,33,88,68,1
3,66.1,2,3,2,40,22,49,2
2,128.3,2,4,1,95,92,93,2
2,23.4,1,4,2,60,77,99,1
2,64.2,1,4,2,46,18,29,1
1,194.7,2,2,2,40,52,19,2
1,85.5,1,1,1,100,14,91,2
1,129.5,1,2,1,69,47,93,2
3,58.3,2,3,2,22,65,88,2
2,69.3,1,4,1,5,58,51,2
3,99.9,2,3,1,84,24,58,2
1,19.2,2,4,2,88,94,11,2
2,69.5,2,4,2,81,55,56,2
2,227.9,1,2,1,63,78,77,2
3,113,2,2,1,75,71,61,2
2,236.9,1,1,2,84,93,19,1
2,246.3,2,3,2,45,90,92,2
3,25.5,2,1,2,94,51,32,2
2,134.5,1,4,2,24,90,30,1
2,166.2,1,3,1,23,98,6,2
3,71.7,1,2,2,69,10,44,1
1,221.9,2,2,1,52,63,61,2
1,161.2,2,4,1,16,24,57,2
1,182.4,1,3,2,98,8,20,1
2,204.1,1,1,1,88,83,99,2
3,131.3,2,4,2,61,82,88,2
1,53.5,1,3,2,97,61,61,1
1,249.6,1,4,1,49,21,70,2
3,71.3,2,3,2,75,23,65,2
3,126.4,1,2,1,97,40,9,2
3,139.6,1,1,2,42,88,7,1
3,151.2,2,3,2,43,27,39,2
1,201.6,2,4,2,74,82,5,2
1,17.2,2,4,2,92,92,50,2
3,206.6,1,2,1,96,70,24,2
1,104.4,2,1,1,84,7,61,2
1,203.2,2,3,1,36,16,6,2
3,105.1,1,3,2,80,97,89,1
3,146.2,2,4,1,39,52,22,2
2,83.5,1,3,2,59,55,98,1
1,128.7,2,4,1,97,100,11,2
3,241,1,4,2,44,9,30,1
3,234.5,2,4,2,76,56,97,2
3,97.2,2,1,2,54,51,74,2
2,50.4,2,2,2,20,57,53,2
2,156.4,2,1,1,12,83,34,2
1,248.1,2,1,1,100,72,78,2
2,219,2,4,2,53,73,53,2
2,158.1,2,4,1,76,82,70,2
1,131.9,2,4,2,53,80,9,2
1,150.4,1,3,2,96,15,40,1
2,14.7,1,3,2,90,40,30,1
3,170.5,2,3,2,16,91,17,2
1,186,2,3,2,48,100,77,2
2,136.5,2,4,1,53,75,48,2
2,11.6,2,4,2,40,72,58,2
3,130.3,1,4,1,67,54,54,2
3,102.2,2,3,1,36,14,77,2
2,221.4,2,4,1,84,64,45,2
1,139.6,1,1,2,91,8,98,1
3,131.5,1,1,1,5,68,5,2
3,147.5,2,2,2,18,90,81,2
1,45.2,1,1,2,67,56,14,1
3,74.3,1,2,2,47,27,35,1
2,4,2,3,2,92,63,81,2
3,24.4,2,3,1,64,39,75,2
2,129.6,1,1,1,72,9,15,2
2,12.5,1,4,2,48,27,23,1
3,145.7,1,2,2,56,14,78,1
3,135.5,1,4,2,11,93,13,1
1,86.1,1,1,1,84,23,88,2
2,62.2,1,2,1,69,57,62,2
3,162.7,2,3,2,37,13,5,2
2,97.6,1,2,1,73,24,82,2
2,241.3,2,3,2,47,91,23,2
2,242.6,2,3,1,70,50,8,2
3,202.4,1,4,1,52,76,57,2
1,221.1,1,4,2,52,37,83,1
1,173,1,1,1,87,5,97,2
3,148.4,1,3,2,26,48,56,1
3,219.4,1,2,1,97,37,69,2
1,103.1,2,1,2,62,74,30,2
3,47.7,2,2,2,66,97,69,2
2,158,2,4,1,58,59,71,2
3,216.9,2,3,2,42,37,58,2
3,162.8,2,1,2,40,44,50,2
3,155.3,2,4,2,20,5,62,2
1,201.1,1,2,1,74,72,56,2
1,48.5,1,3,1,94,97,55,2
2,36.4,2,2,2,97,58,79,2
3,195.9,2,4,2,69,35,58,2
1,111.1,1,1,2,42,68,19,1
3,102,1,1,1,71,39,82,2
1,198.4,1,4,2,42,66,87,1
3,113,2,2,1,76,67,34,2
2,150.9,2,1,1,33,24,79,2
2,162.6,2,4,1,52,27,7,2
1,128.6,2,3,1,27,97,56,2
1,49.6,1,1,2,29,68,54,1
1,58.6,1,1,1,44,36,28,2
2,76.5,2,2,2,60,96,61,2
1,154.2,2,3,1,8,96,57,2
2,91.5,2,2,2,21,46,80,2
1,221.7,2,4,1,78,57,46,2
3,196.6,1,2,1,33,99,57,2
3,11,1,1,2,21,59,45,1
3,75.5,2,4,2,32,47,16,2
2,132.6,2,2,1,67,43,38,2
3,56.7,1,2,1,19,44,65,2
1,22.3,1,4,1,11,76,23,2
3,190,1,2,1,58,58,53,2
1,125,2,4,2,91,40,11,2
2,45.9,1,4,1,58,99,86,2
1,74.8,1,1,2,8,50,23,1
2,33.5,2,1,1,18,94,94,2
1,247.2,2,3,1,60,77,9,2
1,9.4,1,1,1,78,60,78,2
3,211.4,2,2,2,31,67,55,2
1,155.8,1,3,2,93,61,93,1
2,11.1,1,2,1,86,77,24,2
2,1.3,2,3,1,61,39,78,2
3,12.1,1,1,2,57,84,34,1
2,118.2,2,4,1,93,5,55,2
2,86.1,2,1,1,38,34,60,2
2,91.5,1,1,1,97,12,47,2
2,248.7,2,3,2,74,22,60,2
2,4.8,2,1,2,41,45,66,2
1,15,1,2,2,50,13,53,1
2,223.5,1,3,1,34,7,48,2
1,5.2,2,2,1,11,60,94,2
2,57.6,2,2,2,31,29,22,2
1,216.7,1,2,1,38,13,66,2
2,93,2,3,2,85,17,6,2
1,238.2,2,3,2,80,61,72,2
2,163.2,2,1,2,10,5,8,2
2,12.1,1,4,1,93,37,62,2
2,59,2,4,2,66,36,17,2
2,16.9,1,3,2,20,51,89,1
1,151.9,1,2,2,38,37,66,1
3,163.5,1,2,1,76,35,98,2
1,172.5,1,1,1,20,16,76,2
2,58.1,1,1,2,18,50,76,1
2,107.7,2,4,1,7,95,50,2
3,198.4,2,4,1,97,37,45,2
1,148.3,1,2,1,84,46,88,2
3,198.9,2,3,1,55,83,64,2
3,140.9,2,4,2,60,76,86,2
1,122.3,2,3,1,81,27,23,2
2,216.1,2,4,2,16,20,14,2
1,198.1,2,3,1,12,98,37,2
3,33.3,2,4,2,100,20,72,2
1,132.4,1,1,1,44,76,11,2
1,176.5,1,4,2,90,43,93,1
3,154.3,1,3,2,94,89,85,1
1,178.3,2,2,2,91,47,95,2
2,41.7,2,3,1,9,9,9,2
1,179.8,1,4,2,26,79,51,1
2,26.4,2,3,1,71,17,5,2
2,3.8,1,4,2,26,10,49,1
3,249.3,2,1,1,71,54,75,2
2,118.8,2,4,1,48,29,62,2
1,81,1,4,1,57,68,36,2
3,128.1,1,1,1,27,20,79,2
1,164.8,2,3,1,87,43,7,2
3,210.1,2,3,2,88,25,34,2
3,49.1,2,4,2,99,34,82,2
2,195,2,3,1,64,48,98,2
1,48.9,2,4,2,15,92,18,2
2,231.2,1,1,2,18,13,86,1
1,161.6,2,4,1,26,73,91,2
1,181.7,2,4,2,9,27,82,2
1,151.5,1,4,2,70,69,22,1
1,159.9,1,1,2,83,50,45,1
3,219,2,2,1,74,94,100,2
3,239.5,1,3,1,32,91,68,2
2,236.9,2,4,2,17,92,77,2
1,188.9,1,4,1,42,44,80,2
1,97.2,2,1,2,93,72,55,2
3,150.7,1,4,1,94,42,5,2
2,153.9,2,2,1,56,10,69,2
2,249.9,2,2,2,40,78,78,2
3,49.5,2,1,2,44,13,22,2
2,242.9,2,1,1,72,85,66,2
1,59.4,1,2,2,88,29,5,1
3,232.2,1,2,1,83,33,37,2
3,112.4,2,3,2,100,65,66,2
3,17.7,2,1,2,59,75,73,2
2,213.7,1,2,1,62,19,54,2
1,119.7,1,3,2,100,12,69,1
2,157.6,2,3,2,22,95,46,2
3,180.7,1,3,2,93,83,41,1
2,62,2,2,2,43,51,21,2
3,237.9,2,2,2,43,39,75,2
1,248.9,2,4,2,56,43,43,2
1,50.4,1,2,2,46,92,69,1
2,133.5,2,4,2,68,88,43,2
2,91.7,1,3,1,45,30,36,2
3,176.7,2,3,1,46,10,79,2
2,241.5,2,2,1,80,26,65,2
3,112.3,2,3,2,9,61,49,2
1,247.7,2,3,1,56,13,82,2
3,23.1,2,2,1,47,71,8,2
2,43.5,2,4,2,46,68,57,2
3,128.3,1,4,2,19,9,13,1
2,70.5,1,1,2,51,78,72,1
3,148.6,2,3,1,12,48,91,2
3,46.2,2,2,2,61,74,48,2
3,120.6,1,4,2,22,63,98,1
1,77.6,1,3,2,14,14,39,1
3,39.9,2,4,1,19,46,9,2
2,244,2,3,2,59,84,39,2
3,121.1,2,2,2,51,100,85,2
3,78.8,1,4,2,88,99,49,1
3,236.2,1,3,1,68,76,74,2
3,176,2,3,2,99,55,86,2
1,99.2,1,3,1,62,62,59,2
1,140.5,2,2,2,42,66,91,2
2,77.3,2,1,2,94,88,50,2
1,33.7,2,3,2,39,43,39,2
3,22.5,2,3,1,68,60,82,2
3,46.2,2,3,1,31,35,96,2
1,248.7,1,3,1,18,80,47,2
2,41.3,1,2,1,22,83,31,2
3,3.3,1,4,1,54,82,37,2
2,231.5,1,4,2,62,79,47,1
3,164.5,1,4,1,46,27,21,2
2,194,1,1,2,59,33,83,1
2,212.6,1,2,2,97,25,26,1
1,170.8,1,4,1,60,7,37,2
3,140.1,2,1,1,70,99,26,2
3,137.1,2,3,1,58,7,15,2
1,229.4,1,3,2,60,96,33,1
1,77.4,1,1,2,35,17,84,1
2,109.7,1,3,1,41,17,39,2
3,14.6,1,2,2,22,85,64,1
1,18,2,4,2,66,72,99,2
1,102.3,2,3,1,18,94,61,2
3,197.5,1,3,1,69,23,91,2
2,220.4,2,2,2,25,100,43,2
2,156.7,1,4,2,15,88,83,1
2,167.8,1,4,1,46,8,87,2
2,233,1,4,1,75,47,69,2
2,11.1,2,3,1,19,48,10,2
3,81.5,1,4,2,81,66,34,1
2,233.1,2,4,1,100,57,87,2
1,140.2,2,4,2,9,31,75,2
2,111.9,1,3,2,91,47,94,1
1,177.3,1,2,1,24,22,11,2
1,220.5,1,2,2,33,47,36,1
3,111.6,2,1,1,49,62,58,2
1,128,2,1,2,79,28,92,2
3,109.7,1,4,1,53,97,12,2
2,38.8,2,3,2,94,36,8,2
2,185.1,2,3,1,83,26,16,2
3,45.1,2,4,2,32,73,48,2
2,3.8,2,2,2,28,9,81,2
1,79,1,1,2,76,18,38,1
2,115.7,1,4,2,41,22,17,1
1,38.7,1,1,2,92,69,14,1
1,122.9,1,3,2,98,20,44,1
3,136.8,1,1,1,54,74,8,2
3,191.6,1,3,1,25,29,16,2
2,81.6,2,2,1,69,11,58,2
1,141.4,2,3,2,81,94,67,2
2,49.1,2,1,2,99,64,87,2
3,45.3,1,4,2,95,98,32,1
2,102.1,2,1,1,85,73,24,2
2,119.5,2,1,1,41,85,49,2
1,208.9,1,4,1,72,63,35,2
3,108,2,4,1,20,68,39,2
3,1,1,3,2,9,69,33,1
1,115.9,2,3,2,77,79,63,2
3,219.6,1,3,2,83,58,77,1
3,112,2,2,1,70,14,39,2
1,156.1,2,4,2,34,64,40,2
3,77.4,1,2,1,31,41,73,2
3,186,1,4,2,22,10,13,1
3,240.3,1,3,1,64,25,66,2
1,44.6,2,3,1,67,85,51,2
2,177.1,2,1,1,36,85,75,2
3,112.6,1,4,1,95,54,35,2
2,36.1,2,1,2,67,65,60,2
3,126.2,1,1,1,93,39,86,2
2,96.4,2,1,2,90,15,41,2
3,41.8,2,4,1,68,69,63,2
3,193.1,1,3,1,97,16,92,2
1,198.2,2,3,1,40,86,60,2
1,74.7,2,2,1,96,60,67,2
2,30.5,2,2,2,6,75,46,2
3,243.3,2,2,2,24,33,20,2
3,142.3,1,4,1,46,18,45,2
2,99.8,2,4,2,27,99,22,2
1,115.4,1,4,2,82,65,7,1
1,45.2,1,2,1,32,50,80,2
3,244.8,1,1,1,43,20,16,2
2,173.6,2,1,2,86,79,14,2
1,57.2,2,3,1,39,50,69,2
2,59,2,2,1,88,11,48,2
1,73.6,1,2,1,18,19,54,2
3,36.5,1,3,2,64,87,60,1
2,9,2,3,1,40,56,65,2
2,234.1,2,4,1,15,7,6,2
1,12.8,1,3,2,87,79,31,1
1,201.3,2,3,2,67,32,39,2
3,48.7,1,4,2,23,15,27,1
1,27,2,2,2,6,30,65,2
3,186.3,2,1,1,45,22,22,2
2,29.7,2,4,2,33,57,28,2
1,23.8,1,3,1,31,70,75,2
2,38.5,1,2,2,10,100,15,1
2,228.9,1,4,2,67,16,54,1
1,165.1,2,2,2,22,13,34,2
1,236.7,2,4,2,29,77,14,2
2,241.2,2,3,1,70,61,14,2
3,123.7,1,3,2,81,85,41,1
3,128,1,1,2,74,55,44,1
3,158.3,1,2,2,39,65,16,1
2,119.4,2,2,2,67,7,31,2
2,206.9,1,2,1,92,81,9,2
2,147.9,1,4,2,26,25,31,1
2,83.9,1,3,1,51,91,30,2
3,220.1,2,3,2,64,27,99,2
1,219.2,1,3,2,15,16,32,1
2,177.7,2,3,1,85,24,24,2
1,232.5,1,1,1,100,93,93,2
3,201.7,1,1,2,29,5,32,1
2,81.9,2,2,2,21,33,59,2
2,200.5,1,2,1,57,73,37,2
3,108.8,2,2,1,51,90,50,2
1,21.9,1,1,2,95,39,17,1
2,204,1,2,1,83,23,71,2
3,170.5,2,2,1,80,82,93,2
2,54.8,1,1,1,88,26,12,2
2,95,2,3,1,15,40,57,2
1,247.3,2,3,2,18,74,14,2
3,222.7,1,3,2,44,90,41,1
2,136.5,2,2,1,97,43,12,2
1,196.3,2,2,1,80,8,48,2
1,82.2,1,3,2,9,51,37,1
1,208.5,2,3,1,27,88,6,2
2,8.2,1,4,2,47,72,31,1
3,153,1,3,2,40,86,13,1
3,218.9,2,3,1,70,46,41,2
1,40.2,2,2,2,10,84,65,2
1,247.3,2,2,1,23,67,72,2
3,154.6,2,3,1,64,66,26,2
3,80,2,3,1,58,22,44,2
2,96,1,2,1,43,35,98,2
1,82.8,2,1,2,86,92,28,2
2,68.6,1,1,1,85,98,70,2
3,138.7,1,2,1,25,26,15,2
2,212.9,2,1,2,11,95,30,2
3,76.4,1,4,1,21,25,27,2
1,81.9,2,1,1,9,17,13,2
3,113.4,2,1,1,27,11,49,2
1,54.2,1,1,2,99,24,92,1
2,193.4,1,3,2,24,34,12,1
3,221.5,1,4,2,8,84,77,1
3,41.1,1,3,1,55,6,63,2
2,204.3,2,2,1,38,68,43,2
1,38.3,2,3,2,92,68,16,2
2,227.6,1,2,2,70,50,33,1
1,142.9,2,1,2,70,70,34,2
3,78.2,2,1,1,31,51,99,2
2,152.1,1,2,2,81,70,16,1
3,125.3,1,1,1,90,21,16,2
2,69.8,1,2,1,37,55,89,2
1,248.9,1,3,2,84,86,52,1
3,73.9,2,1,1,23,49,79,2
1,148,2,2,2,98,63,65,2
2,124.1,2,3,1,38,99,88,2
1,34.3,2,4,2,18,26,61,2
3,47.5,1,1,2,68,61,57,1
2,71.6,1,1,1,11,49,41,2
3,0.6,2,1,2,15,73,16,2
1,27,2,4,1,29,96,47,2
1,139,1,3,1,31,25,82,2
1,50.9,1,3,1,6,19,11,2
2,239.6,2,1,1,17,81,42,2
1,90.1,2,3,2,100,66,26,2
2,20.1,1,3,1,51,27,73,2
1,110.7,2,3,2,98,67,41,2
2,19.2,2,3,2,9,22,79,2
1,106.6,1,3,2,46,5,51,1
1,147.4,1,1,1,37,9,98,2
3,56.3,1,4,2,78,50,100,1
2,229.3,2,4,2,31,81,59,2
2,186,2,2,2,51,90,53,2
3,130,2,3,1,78,90,40,2
2,153,2,1,2,14,22,6,2
3,10.7,1,2,1,83,64,75,2
2,113.2,2,1,2,41,50,20,2
3,214.5,1,4,2,60,36,44,1
2,221.1,1,3,1,96,53,54,2
1,19.1,2,1,2,16,6,51,2
3,240.6,1,1,2,47,94,95,1
1,236.6,2,3,2,22,73,79,2
2,169.1,2,2,2,23,64,57,2
1,163.9,1,4,2,37,13,55,1
3,213.9,2,3,1,35,43,76,2
3,98.5,1,4,1,88,77,65,2
1,20.3,2,2,2,87,52,87,2
3,142.8,1,4,1,13,52,98,2
3,126.4,1,2,1,35,36,53,2
3,144.8,1,4,1,91,68,93,2
1,31,1,3,1,55,91,62,2
1,132.3,2,4,2,94,12,81,2
1,79.3,1,2,1,20,20,54,2
2,104.5,2,3,1,71,72,70,2
1,23.2,1,2,2,44,66,10,1
3,197.9,1,1,2,25,91,19,1
2,238.5,2,4,2,26,7,37,2
2,112.2,2,4,2,55,55,9,2
1,82.5,1,2,1,55,51,67,2
3,87.5,2,1,1,17,31,9,2
1,39.1,1,2,2,100,81,66,1
2,213,1,4,2,27,22,22,1
3,201.8,2,2,1,71,15,65,2
2,65.1,2,3,2,55,17,42,2
1,65.9,1,4,2,30,41,6,1
1,96.4,2,2,1,90,61,98,2
1,105.2,2,2,1,57,26,72,2
1,165.3,1,2,2,68,78,87,1
1,118.3,1,2,1,78,16,43,2
2,98.4,2,2,2,88,96,99,2
3,174.3,1,3,1,14,65,32,2
2,86,2,4,2,43,68,92,2
1,154.2,2,3,2,83,11,43,2
2,25.2,1,4,2,30,43,84,1
3,44.6,1,1,1,29,17,58,2
1,187.9,2,4,2,7,99,6,2
2,120.2,1,4,1,61,46,43,2
1,222.8,2,1,1,41,54,94,2
2,48.9,2,1,1,42,39,8,2
2,193.5,1,4,2,30,64,39,1
2,237.6,2,3,1,15,88,61,2
1,233.1,1,3,2,54,20,16,1
2,183.7,2,2,2,93,97,31,2
2,141.9,1,1,2,34,5,49,1
2,39,1,4,1,98,37,84,2
1,235.4,1,2,1,74,47,58,2
3,146.8,2,4,1,100,62,43,2
2,93.7,1,1,1,77,8,19,2
2,32.9,2,2,1,43,40,38,2
1,103.9,1,2,1,71,60,55,2
2,132.6,2,1,1,18,76,57,2
1,51.3,2,1,1,20,54,83,2
1,200.2,2,3,1,93,97,86,2
3,137.5,1,3,2,82,16,30,1
2,13.4,2,1,1,72,18,87,2
2,224.8,1,4,1,31,33,73,2
2,21.9,1,4,1,39,50,61,2
3,115,2,2,1,18,13,83,2
3,105.4,2,3,2,11,57,92,2
3,216.2,2,1,1,28,72,55,2
1,143.3,1,3,2,13,82,54,1
3,87,2,3,2,55,24,93,2
3,79,2,2,2,75,41,21,2
3,163.2,1,2,1,87,6,84,2
2,111.5,2,3,2,81,66,55,2
2,145,1,1,1,93,47,68,2
3,125.9,2,1,1,18,24,70,2
1,124.8,2,2,1,33,67,74,2
1,8.3,2,2,1,5,16,67,2
3,122.2,1,3,1,24,84,18,2
3,243.7,1,2,2,13,65,30,1
2,238.9,1,4,1,21,81,7,2
3,108,2,4,2,68,29,73,2
2,125,2,4,1,16,18,16,2
3,102.9,1,3,2,82,32,12,1
2,135.7,2,4,2,37,78,69,2
2,137.9,2,4,1,76,11,40,2
1,112,2,1,1,90,24,94,2
2,248.6,2,1,1,7,38,99,2
1,202.6,2,2,1,88,98,88,2
1,142.8,1,3,1,74,5,75,2
1,222.6,1,3,2,77,87,81,1
1,225.9,1,1,1,76,28,18,2
1,152.9,1,4,2,5,98,77,1
3,208.7,2,3,1,42,75,80,2
1,235.8,1,4,2,30,51,100,1
1,109.3,2,1,2,94,34,52,2
2,122.6,1,3,2,5,57,24,1
3,39.7,2,2,1,32,75,87,2
3,185.9,2,3,1,85,63,35,2
3,229,2,2,2,19,42,29,2
1,98.9,2,2,1,52,58,88,2
3,202.3,1,3,1,48,74,50,2
2,64.4,1,2,1,77,69,29,2
3,137.7,1,1,2,64,25,9,1
3,107.8,2,4,2,19,11,6,2
2,112.3,1,3,2,10,47,100,1
1,193.8,1,1,1,83,70,28,2
3,126.2,1,1,2,53,21,89,1
2,121.1,2,2,2,97,11,32,2
1,68.5,1,4,2,80,41,84,1
3,140.9,2,4,1,13,78,17,2
3,243.2,2,2,2,63,76,17,2
1,141.1,2,3,1,53,72,49,2
2,150,2,4,2,5,64,58,2
3,229.4,2,4,2,22,68,9,2
2,164.4,1,2,1,76,49,41,2
2,96.4,1,1,2,39,47,76,1
2,155,1,2,2,58,70,29,1
3,140.9,2,4,2,91,44,36,2
3,181.3,1,1,1,16,41,21,2
3,17.8,1,2,2,73,62,33,1
1,72.2,2,2,2,23,56,98,2
3,204.5,2,4,2,93,70,88,2
